year,ASMR,PM2.5,avgmonthNDVI,O3,urbanization,dazhuanper,avgeduyrs,60_laborincome_per,60_pension_per,60_SRH_good,secindust_per,terindust_per,GDP,logincomeperper,avgrent_fee,perGDP,doctor1k,numbed1k
2010,6.9537626,33.15990077,0.415165755,70.48157801,52.57581252,1.455721795,7.853542155,29.28643469,22.07513868,42.09531014,17.12,38.09,2610994,8.860215359,176.7722474,14994,3.929149847,3.688991988
2010,7.964436773,40.73387368,0.340020862,81.68372946,65.68376057,1.58867024,8.046539953,29.50342032,15.8474791,45.05953889,42.31,32.14,4194931,8.940629185,173.3547352,22083,2.178109888,4.331517347
2010,8.443323014,40.34915968,0.348448025,81.50134188,53.11306741,1.315560755,8.057452895,29.79071754,13.01252847,39.28673121,26.13,45.3,5124563,8.86939816,264.5070423,20254,1.993262795,4.006117322
2010,6.254606867,36.98278949,0.473177195,83.26637151,57.53867031,1.630293468,8.041062289,33.59274465,16.70445493,42.21459648,39.63,44.35,7649791,9.144521031,187.8647215,27545,1.571788276,4.123309095
2010,7.217621609,38.94534437,0.388384963,82.004105,67.71935238,1.40946509,7.826299977,29.10855064,8.217101273,43.29896907,66.17,26.48,3052237,8.847216104,118.639576,32890,1.270001988,3.439543451
2010,7.103723548,38.02562085,0.32017636,78.08697078,44.09080822,1.115225778,7.800001567,32.52392654,5.237972064,40.2741852,40.63,37.55,8804569,8.813438495,204.0704739,16309,4.093718599,3.169925562
2010,7.888482829,39.28298688,0.388028196,81.28496319,60.90518013,2.050677584,7.920630828,21.55316245,30.72956166,39.28408919,44.78,24.88,3963504,8.836664586,180.5555556,26215,1.531491988,4.305953812
2010,8.208884849,43.59925282,0.351520054,77.6080354,33.21807265,0.818495296,7.74511578,33.58504222,2.902291918,36.65138721,24.74,38.84,7334286,8.762489547,241.5625,12576,1.786955813,2.128769712
2010,6.7944114,33.65132632,0.524889318,73.23336851,83.99696549,1.710615833,7.987407286,17.81936534,41.98535395,46.66395443,39.25,30.41,2024407,8.892886141,115.0485437,15924,2.615566584,5.023838847
2010,9.305434022,70.48305725,0.391535266,86.48038293,57.95342282,1.607515042,7.80800477,45.44091182,5.323935213,36.62267546,58.53,28.46,3952900,8.801619971,323,37943,1.790843241,3.413854528
2010,8.610864411,43.10954566,0.631695462,78.71739078,30.26003147,1.57026126,7.382008794,49.35903203,3.375764664,30.75971573,28.34890866,37.61613967,3682826.074,8.087947555,255.5953447,11193,1.38650224,1.233628363
2010,7.423315066,59.06098165,0.524811246,82.44092073,34.79574799,1.975444576,7.326253223,45.00831947,3.87300927,27.15563347,38.06,33.3,8623000,8.441175705,255.3752535,13421,1.127867929,2.316105191
2010,8.522135212,62.33434156,0.501796044,82.2309905,56.80363789,1.672039696,7.687042706,35.85274347,4.392684071,30.99890574,57.22,35.01,6901200,8.617038526,172.8682171,28427,1.738759602,3.846758638
2010,7.360175436,70.10568448,0.542027725,84.37934971,45.49810052,2.09090201,8.306419855,47.20884459,3.216215084,39.10549018,48.37,31.76,7300700,8.846640813,199.375,25509,1.529046135,3.089062936
2010,7.749556431,72.15049168,0.469810786,83.62037377,42.46005636,2.510866396,7.801751327,47.20061624,4.244166385,32.8504866,38.86,33.53,8371000,8.772300418,225.4414125,14707,1.255510869,2.796700533
2010,7.038808946,73.40460571,0.52426381,84.42437426,46.26097855,1.502005821,7.731256742,43.61961528,12.63885126,33.2701165,52.31362026,31.1040011,2906700,8.777092883,194.4444444,30717,1.269184393,3.258031211
2010,7.495340745,37.25929793,0.675988421,80.55440553,40.66850538,2.275594909,6.758779667,41.4091471,2.843016069,20.02472188,39.67479675,48.9699187,123000,8.314587291,208.3333333,16163,1.576044129,3.204623063
2010,8.17633399,49.18723378,0.611392473,79.97106327,46.32477271,1.960401605,7.248651339,46.67897334,3.187901594,28.34676417,54.57,34.87,7367800,8.160232492,175.6616801,21267,2.125812034,4.424035744
2010,6.700626907,66.88231638,0.533200678,85.99698801,38.26230609,2.000515392,8.01658066,48.61966338,2.832512315,30.31096059,45.23,33.22,4016600,8.744966011,272.7777778,18381,1.986382527,2.542292142
2010,9.085630889,73.7151313,0.511916426,85.55220672,43.16790388,2.02331851,7.904140898,59.32439761,1.417835283,39.95506314,46.13632222,28.5037361,2194800,8.733432966,157.6923077,15468,0.962708778,2.115704064
2010,8.148615956,71.72892334,0.396373952,88.71118542,77.069269,12.07146967,9.000521177,41.56561377,15.02206119,34.40376355,45.51,51.44,55659300,9.023408203,453.3292831,58961,2.561881041,4.612080788
2010,8.038021072,73.34491729,0.46099188,87.09582521,47.06289332,1.927157684,7.540513706,57.7657138,1.586224447,43.23521927,47.40007561,34.00006874,2909700,8.825706773,337.037037,24742,0.863767302,2.436419493
2010,7.141534719,57.2054415,0.567166177,82.76773349,42.69785018,1.733666971,7.55404253,37.47649779,4.776665481,24.71670308,45.7,34.9,5203300,8.631592732,189.254386,21129,1.51101506,3.175933562
2010,7.839173711,63.05282132,0.563669263,82.25985382,50.04029775,1.337767205,7.838145924,53.01716728,3.281184763,36.73158632,51.89,32.85,15382500,8.758569511,168.5774947,27969,1.75299306,3.242909896
2010,8.107755359,71.1422717,0.477097359,87.16624266,46.00190423,1.354278336,7.707319943,52.87801581,2.28265391,34.22420965,45.08,33.54,8006700,8.689969335,284.9576271,16630,1.243939714,1.981081482
2010,7.681044493,52.32996688,0.615724304,79.50096674,49.85806784,2.282417267,8.161844728,46.87702966,4.254167569,28.84552934,57.53,31.07,15473200,8.696175847,200.3092784,38181,2.004588532,3.715065648
2010,6.130487504,64.2451741,0.574527104,77.85375678,38.87031568,2.307482457,8.032379254,49.65065634,3.416308753,30.73316799,45.94,35.28,14915686,8.636752426,290.5063291,26551,2.776736103,2.960300268
2010,6.852569615,42.69483581,0.575219559,80.29749112,41.70158334,1.964765135,7.942563032,37.83831078,2.411922538,36.18758749,54.95,33.33,10817632,8.557759153,243.3333333,24015,1.724652893,3.755183504
2010,8.103614119,58.49436458,0.525352503,81.29560208,44.49791448,1.332987186,7.815744861,38.74762481,1.995163241,30.49922266,45.46,35.92,14203377,8.884610232,223.9202658,20419,2.001862249,3.05707168
2010,6.604098288,50.65264172,0.608528408,79.179881,36.09323123,1.439353189,7.600203268,42.41626389,1.957760518,33.88561864,42.8,42.76,6749227,8.166216269,224.3467933,14371,2.298344909,3.175250592
2010,8.001768178,57.5671482,0.571272642,79.79366244,34.96700077,2.132890417,8.169122278,31.82419778,4.46247971,26.14308902,53.76,31.54,6787067,8.121183242,161.25,17569,1.556821611,2.365354219
2010,7.432777197,50.70591528,0.585531648,80.81933807,32.8379245,2.018286464,8.07638993,43.16172865,2.317013378,28.10954682,38.23,37.89,7272893,8.232174236,181.8852459,10468,1.857535668,2.544354391
2010,7.774096925,63.55823838,0.540005192,81.25142599,50.10666125,2.351017733,8.325816825,35.5666214,5.417232534,32.97495096,55.86,33.4,8940050,8.964056128,375,32321,2.008232773,3.695991274
2010,7.776656071,50.03531789,0.615513879,79.32736488,34.72429339,1.554581605,7.215616889,44.61940326,1.390677311,42.05511203,39.66586803,43.47327192,3057174.998,8.062432792,151.3368984,11991,1.541443654,3.833213443
2010,6.519659075,62.40789051,0.574908695,79.8583865,39.92422816,2.456430079,8.089070263,32.26904486,4.642930084,27.61703769,40.49,36.71,7122748,8.633552993,231.7589577,16839,1.254197779,2.496092674
2010,7.458929978,48.76348095,0.554811929,79.95950289,35.38247397,1.454946532,7.957188085,40.93046424,1.60390516,35.28192867,36.33,38.83,7670148,8.529319371,229.209622,14874,0.968373835,2.886639618
2010,7.285144615,60.56997398,0.534722139,81.96522696,46.01074417,2.90769786,8.697737713,33.29213869,6.154022199,33.23950109,54.19,31.8,15393576,8.697512746,279.5748614,28110,1.470028582,2.498135529
2010,6.985769628,50.49334723,0.631067664,80.10253261,33.57340836,2.015818569,7.522464235,52.1005291,2.349206349,34.94708995,42.96,41.21,9664158,8.207401833,283.2335329,16238,1.566824454,3.358930663
2010,8.009853044,59.08357199,0.569381963,80.76342298,67.68854553,2.960703005,8.216479581,26.03618693,3.739001203,33.85624307,53.6,41.96,45470573,9.324204628,352.8708134,66443,2.593115249,5.678635503
2010,8.074249565,49.84652578,0.584858549,80.30322695,56.48326463,1.88265125,7.998878257,28.48188406,4.652173913,35.55072464,57.77,32.52,12754805,8.943506132,323.3840304,33604,2.005911177,3.979673848
2010,8.474296018,42.74408358,0.251239249,84.75635182,48.39221081,1.436710924,7.904656322,31.3514437,4.527592688,32.40218691,45.26,36,4451802,8.41272117,305.3097345,21973,2.10593026,3.008823257
2010,6.305378831,38.76951207,0.498108977,80.51892128,74.83055287,2.30176441,7.917439694,25.12009608,14.85188151,25.64051241,60.09,29.74,4331670,8.721602345,139.7321429,33524,3.549034933,4.967105847
2010,6.778177739,44.3891668,0.411300393,84.46478745,56.33305137,2.326823175,7.909438449,42.08983966,7.012182359,34.75530623,49.76,39.44,18006376,8.793915424,222.9946524,41479,2.626917646,4.301455851
2010,8.558666021,46.36243305,0.385794771,84.94376001,50.67235485,1.541508175,7.768189552,44.29160935,5.939727398,35.15068151,56.18,33.39,4101426,8.752107198,187.9432624,33137,2.120317384,3.757739711
2010,7.124211531,49.33365882,0.35488972,88.39217236,41.56688791,1.452388512,7.903909099,49.0025844,3.408173155,44.61314812,42.75,30.12,7795527,8.792701463,222.5,22942,1.893561183,3.390685688
2010,7.797730696,48.60832068,0.28217375,84.66356739,38.6058958,1.53602273,7.789386178,32.93238564,2.223437215,34.35392746,51.51,31.17,11028462,8.726967775,289.5899054,38136,1.527037734,1.979801992
2010,8.548491347,41.59538537,0.444464084,82.39063657,53.26463719,1.494566593,7.775422843,34.5270419,7.668599105,33.66845234,52.12,37.5,6270844,8.790573479,164.0271493,27690,2.236668719,3.911481437
2010,7.290554767,36.28375973,0.513834827,81.24774814,70.34704705,2.064707944,8.335685916,32.58074314,9.436063582,24.60261213,36.7,50.1,3680811,8.597112815,131.4494681,24448,2.523322013,4.171187802
2010,7.69613567,51.3328269,0.336572947,86.5124698,55.48498073,1.576393959,7.872888191,43.80508035,2.68893547,42.95760362,51.66,40.74,33290329,8.804625233,281.2747688,43936,2.297887833,4.593169611
2010,6.568552625,62.72811624,0.411142121,95.87513949,63.16850487,3.911234134,8.209864076,33.78280685,9.948137671,55.24123841,55.3,41.43,30448900,9.444384298,176.7913872,67327,1.727407554,3.203749822
2010,8.07487771,63.22599157,0.448051084,91.05569865,50.78797716,1.233477007,7.467017355,36.30864729,3.491085385,41.96098865,46.62,39.26,13880700,8.886409167,196.5201465,28861,1.242902978,2.749256403
2010,8.407663018,63.3858738,0.428061247,93.53690586,51.75557792,2.456961422,7.772201288,40.54747648,3.637170104,39.61600608,45.68,39.02,11933100,8.859221394,337.8109453,26987,1.428024514,2.51099242
2010,7.272079554,63.97469827,0.418540767,85.4637166,77.94084868,7.080934186,8.477900181,30.78402927,10.18985745,46.45830705,45.37,51.85,51306500,9.317219734,350.1803101,64037,2.124880556,3.298331381
2010,6.481162013,55.53307931,0.430286945,97.20418839,55.80174259,2.090839001,7.77921946,52.72937821,6.867675284,51.28185883,55.07,37.25,34656700,9.201703179,217.7700348,47419,1.849217326,3.518304492
2010,5.663361784,61.03764053,0.243261709,98.20027762,70.07257246,6.735836206,8.658346235,27.37892948,38.56684946,54.88337067,56.93,41.38,92289100,9.592673316,243.933106,93043,1.744664619,3.521929963
2010,7.706529436,66.30046551,0.462854995,91.13357471,48.28832479,1.127207968,7.440599227,34.13489124,3.090605602,34.2913776,45.03,37.39,10640900,8.850087607,503.8461538,22525,0.887018883,2.8146851
2010,7.06835039,61.47823003,0.474482075,94.9088651,55.64239131,2.313102472,7.558603418,51.76802317,5.869913123,52.54915409,54.95,37.64,20487200,9.140347,304.5810056,44118,1.781362249,2.953926412
2010,6.327603184,62.14099447,0.34513446,97.23724922,70.31098932,6.523606919,8.692418547,25.16096768,14.48396574,55.31349628,55.39,42.8,57933000,9.546955456,211.7996712,92166,1.84346791,3.55202114
2010,7.657892631,72.9016658,0.502059165,91.86201258,53.18153599,1.292444079,7.622056943,40.71477276,4.160860929,42.66105363,50.67,39.71,29421394,8.981555941,278.8461538,34084,1.418290881,3.239159518
2010,7.766973063,56.13847713,0.47396534,94.64013669,51.95091019,1.417771028,7.612067304,51.68386166,4.486288555,45.61126851,47.01,36.95,23327600,9.076923259,203.1365314,31640,1.272892512,2.600864752
2010,7.928495874,62.81476331,0.448772622,93.12445553,56.74620062,2.284687333,7.678178325,42.27102236,6.208746307,57.06682313,55.14,37.62,22294884,9.155039056,247.4959612,49786,1.76701421,3.292552173
2010,7.146190055,63.34814353,0.439581223,93.13051699,61.97260529,3.628823531,8.314642703,31.78211452,10.89856316,56.43577096,56.38,39.52,19876400,9.294129898,203.0912477,63280,1.758450662,2.787638824
2010,9.182052344,43.04866815,0.61606964,79.59650679,37.21607226,1.606562716,7.547710143,38.566591,2.210397053,40.82908496,49.91,31.06,6300124,8.673855001,175.8389262,16083,1.074046592,2.407530902
2010,8.005976261,36.94620036,0.620242243,78.81305757,37.54092008,1.439795058,7.504333074,27.50669045,4.217960155,37.20338983,44.36,36.72,11197412,8.33854488,240.7142857,13322,0.848664035,2.182603295
2010,7.114732706,45.58066371,0.604948057,78.95405357,37.60628929,2.159062475,7.867666483,35.90099402,3.925122483,41.85664524,50.48,29.67,7205251,8.625150333,188.006483,14969,1.060632109,2.347235819
2010,10.36843724,49.31896816,0.633006873,75.5145124,56.31187098,1.328548214,7.308367172,38.20657406,6.505295008,45.38577912,60.78,30.97,4615001,8.782783017,224.6835443,29155,0.827728528,2.810119454
2010,7.714454569,52.01960218,0.550855799,79.54706875,42.53012089,2.745082743,7.996309754,33.44906377,4.875515594,34.02178106,56.17,34.33,10320647,8.627660644,212.6707132,21862,1.493197608,2.513968725
2010,7.398689984,59.02243594,0.411315123,81.93729236,65.70533732,5.033622829,7.896429999,33.62389437,5.533478614,43.06285519,53.27,41.25,22001059,8.88086361,214.9164678,43769,1.497055269,3.488699999
2010,7.542265366,48.60696347,0.595139247,78.68080684,59.17191287,2.071812806,8.009407608,18.79084967,7.939254133,42.07996924,63.31,28.56,5203900,8.884471718,201.9379845,28106,1.460759282,3.392261589
2010,8.354926276,47.79485208,0.581169738,78.27754,39.72958231,1.402749266,7.350786817,30.59729527,4.816762668,39.12263127,50.96,32.18,9010029,8.578664514,250.8706468,13741,1.032562498,2.382766389
2010,7.397082698,55.25211923,0.532187361,76.8738078,61.56940979,1.864849798,7.552352122,42.99410029,3.746312684,49.92625369,63.9,30.1,6312212,8.895766604,136.6666667,55492,1.766657242,2.97750234
2010,7.849937533,52.54978884,0.587576011,79.3402619,35.58764859,1.297808064,7.914217847,37.39794448,3.678801268,43.41081548,56.58,24.47,8700005,8.665440768,199.6448864,16075,1.228136957,2.411252067
2010,8.580391796,48.16510385,0.578915087,80.790749,47.43182279,1.312821865,7.477077696,37.70754442,3.291581707,55.25779202,62.78,27.71,3448865,8.74017673,193.2692308,30769,1.792640309,2.471657264
2010,8.270063551,50.96175433,0.440815696,84.02183718,67.17331105,1.553362527,8.249446846,35.2666043,8.943976718,42.45920382,54.32,41.3,21250121,9.132378831,162.7568493,58426,1.533510117,4.427458471
2010,7.61971663,42.44042206,0.48932037,80.94038897,74.36196212,2.845363365,8.057813371,35.68502503,11.45501441,38.73463814,62.3,32.66,8603675,8.967631665,161.3247863,50612,1.751935318,5.211349499
2010,9.240244285,44.1288651,0.384647339,82.6201964,38.11411592,1.746574016,7.617701124,42.92493817,6.16268966,36.20413074,50.66,28.65,6564084,8.722905701,254.7785548,21536,1.299332171,3.296283536
2010,7.510461865,50.05442985,0.347510719,82.89629738,74.42180116,2.233692438,7.67275383,42.72200271,8.055259135,39.18322614,50.88,42.43,51581621,9.418735701,249.4129159,77704,2.372492539,4.514955088
2010,8.783349941,43.09503011,0.477745422,81.06532925,60.3395022,1.583264489,7.547277121,41.02704014,7.044986056,35.20674185,51.2,35.07,7288908,9.028818495,121.037182,29893,1.86526183,4.822683547
2010,8.951808523,43.80967819,0.480762534,82.24287289,71.64216661,2.962151749,7.856283179,38.39374243,13.52869891,37.17087143,58.7,35.18,8951571,8.882252885,230.5361305,41810,2.117778017,3.858116356
2010,10.25090128,47.57530567,0.362350789,85.87626573,52.47587173,1.663380078,8.147194707,44.53008258,6.590640975,40.48761306,41.82,33.72,3788656,8.759668671,288,20819,2.146383934,3.946488258
2010,8.358081197,49.7151001,0.414134294,84.0459407,41.54091741,1.392386246,7.813688672,39.28008626,6.203864975,41.21672058,46.48,40.04,5314485,8.794370279,254.3778802,20302,1.758691783,3.532248972
2010,8.478316371,52.20913107,0.360930919,86.54520005,47.86344825,1.522794059,7.90501494,44.14208175,7.462245689,45.37163534,47.62,35.8,9126325,8.956222016,154.6035806,29264,1.676974907,3.688193335
2010,7.164004404,52.90406532,0.410641213,85.25781306,55.89901483,1.771792104,8.078604352,43.42496002,10.65255463,48.1154344,63.25,30.52,7354295,8.999001866,157.5714286,39686,2.107309788,5.291677068
2010,8.154763401,56.43832727,0.315824418,88.59574531,65.95803354,2.047119182,8.128851684,18.94060995,54.10914928,48.6035313,66.55,24.65,9263214,9.185022564,204.0076336,66976,2.562310906,4.713847754
2010,8.417086098,56.31128648,0.357273391,88.01558041,77.07338027,2.056583073,8.144912599,42.40179649,6.800509452,45.42498995,50.42,44.94,50175427,9.212537956,221.9550039,62357,2.573224769,5.282642076
2010,8.459051949,50.18063233,0.406636107,86.69920167,42.1595654,1.316901068,7.69488343,47.83528241,6.365596749,45.72032844,52.77,27.55,7221291,8.954027759,157.6923077,26556,2.055758257,2.838028179
2010,7.116386993,50.70106017,0.386413556,85.97687962,58.85105994,1.711670783,7.931362662,37.01254974,11.41720233,41.62228344,55.33,36.96,10024494,9.089640587,222.5978648,41452,2.492861949,3.746704802
2010,8.127248927,43.97771248,0.082063256,96.69854582,74.43782583,6.180877329,8.525901651,32.72394881,21.20658135,38.75685558,78.54748439,16.44875609,3058900,8.966483779,386.7816092,133058,2.840049452,3.298261388
2010,7.769589646,40.41782929,0.136066837,96.36451309,48.40623625,2.338748242,7.603005529,52.35834125,3.759100981,50.77556189,56.3,23.97,6033292,9.016755623,334.6456693,35463,2.334849379,3.575631095
2010,7.010922355,36.79285679,0.168146383,94.6323414,79.48934561,3.497195584,7.577206612,37.84480536,5.104408353,38.15416344,54.11,43.19,24608100,9.078635881,166.4200341,94269,2.69095113,4.31638824
2010,9.704825596,35.8465562,0.290968098,82.06860762,41.16104942,2.376501511,7.726869023,40.25551835,3.273625695,31.63096128,51.24,32.43,10862293,8.519191194,254.3526786,25059,1.959806461,3.549672962
2010,8.367649407,40.60264994,0.174818443,95.72307448,69.52577303,5.329227814,7.55719902,39.92419457,6.559275637,40.49273531,58.69,38.63,26432300,9.077494459,435.604177,175125,2.823276495,4.978736539
2010,6.34225062,39.21503939,0.252207636,90.70300568,62.46677702,8.539936966,8.18827729,39.78337846,5.984864264,41.57467194,36.39,58.71,18657116,9.076351732,176.8724986,66929,2.43632298,3.983095044
2010,8.528683445,29.21841835,0.375306916,70.82714744,67.58041182,2.310223036,7.95315805,27.09769432,12.36035179,32.4102686,42.12,38.31,9320138,8.747510946,229.2962357,34452,2.877706872,4.188287388
2010,9.98264263,41.31961772,0.303446479,85.53952423,40.38611689,2.198121057,7.89921387,33.99878674,3.871394695,35.52087355,58.62,26.23,11766183,8.699848026,303.7288136,38157,1.847313591,2.525203455
2010,8.644332736,46.86243508,0.133900091,95.99521054,94.33329205,3.844625472,7.702279651,21.80232558,31.68604651,46.22093023,71.72,27.33,3911235,9.131838144,163.7640449,76653,2.392559983,5.436271585
2010,7.566197342,35.76903827,0.204139065,93.57724486,42.26251289,2.544974165,7.079101752,50.47695088,2.059083078,37.88712863,52.28,31.17,5676016,8.400884069,159.1572123,26604,3.619162247,2.116542809
2010,10.57022169,32.19031327,0.194106825,84.85983339,61.1327384,4.218097727,7.869888152,34.01725344,5.292609,35.25297272,69.17664271,24.49978858,5912500,8.724695047,341.025641,138109,2.187696372,2.486328114
2010,9.790177475,31.75528853,0.336707972,78.19051156,42.04950764,1.83177806,7.486219821,23.09386856,4.393587076,28.55219679,33.510329,36.67842387,2614000,8.219326094,323.0446927,16203,0.284519534,5.707127121
2010,10.96643889,44.65108518,0.322029119,80.62169026,22.75460121,1.966492884,6.464395797,37.79106075,3.006512624,37.33606923,21.03,50.05,1040310,8.153925132,280,6874,1.514465589,2.839215865
2010,11.73614846,46.00672846,0.193644175,93.32084662,68.64346738,2.888529404,7.897165471,44.61923489,5.970682875,42.83160529,62.64,31.33,2985969,8.709465079,247.6426799,41163,2.603786173,4.919488009
2010,9.51202557,44.54851774,0.186268978,89.4154302,37.70788323,2.308588079,7.334260941,33.25785451,7.599773564,34.99858477,50.83,31.71,2169973,8.525359754,279.6116505,15685,1.373850676,3.160641612
2010,8.49162137,46.51623954,0.214675976,88.59664109,72.52088217,3.589850333,7.810509956,31.39013453,8.286215637,40.67069604,50.1,44.64,7694227,8.725994381,323.2128514,41520,1.939201882,4.418771274
2010,10.55180278,47.92339117,0.174065795,88.9721368,29.49940416,1.409855471,7.096290109,37.87356322,4.554597701,33.64942529,40.8,40.16,1731892,8.398184405,203.0936455,15596,1.236084794,2.189979571
2010,9.577885484,34.6544353,0.327926729,76.29503525,24.72341784,1.189640549,4.910608388,18.79370629,0.174825175,16.60839161,40.99672985,29.40786657,204265.0726,7.874358825,298.1481481,11243,1.293468808,2.757565416
2010,11.03062564,38.1200312,0.287360544,89.1583164,32.78290841,1.064738959,6.172427288,37.17421125,1.783264746,36.21399177,51.96537659,31.41201536,529061.8832,8.479075869,103.9325843,19358,1.386734186,3.241811316
2010,10.91989732,49.30293775,0.350644562,86.70448839,22.83109436,1.620420621,6.074401764,30.63453537,2.184466019,33.58183079,44.69890509,46.51685076,1507195.755,8.428143375,396.4646465,10790,0.721626236,2.003801424
2010,9.719984097,41.92368236,0.263475808,91.67153214,28.46831835,1.299893337,5.288264928,21.58438576,2.755453502,29.73593571,37.36062421,24.57362651,8259953,8.409607981,257.6271186,15690,1.154653366,3.418679575
2010,10.707888,44.19812859,0.104879724,83.90864425,70.0346182,2.449669922,6.884597917,26.18110236,1.181102362,25.98425197,56.04613834,17.31112242,3825644.484,8.60043079,188.1355932,78180,1.493854963,3.302420822
2010,9.827485104,40.22686468,0.432214134,86.5394554,25.69376276,1.545429764,4.564363619,19.32223543,1.189060642,27.11058264,38.37473615,28.85628943,459213.5808,8.016977747,473.6842105,17888,1.079013384,2.859190701
2010,11.97636945,44.99127103,0.376189337,87.72822388,63.69760059,1.46068789,7.331305308,35.99736669,3.252139566,36.98485846,51.05,45.05,6282800,8.616314282,234.0707965,28428,2.444415468,4.966251763
2010,16.57616685,38.54603226,0.225500287,65.4648139,32.11138387,0.877715371,3.963034692,16.40543365,0.470219436,10.97178683,13.09539511,11.75327043,322846.3109,8.206037763,162.5,8531,0.840293944,1.728151697
2010,8.398390658,75.92590656,0.342372873,94.45594297,45.70796009,1.175162386,7.582504547,52.29920814,2.712104072,52.83936652,54.61,35.37,15515164,8.881002624,376.8656716,41661,1.76151682,4.33616453
2010,8.744307241,82.07895395,0.448809193,94.39249844,43.04728518,1.184071573,7.835023682,56.1590649,2.131355239,54.31788458,54.26,33.04,16578200,8.857657449,401.552795,29772,1.309750756,2.504025064
2010,7.637413354,69.36270711,0.270488491,95.79818757,60.02167699,2.668447844,7.57821566,45.13683928,3.072176013,51.17386638,72.55,23.74,23599400,9.039196116,346.0244648,116448,2.182438494,4.779550129
2010,7.14516825,83.00039176,0.488668132,87.34944582,35.01226457,1.085131333,7.080737029,54.34107153,1.233386497,51.99243901,52.85,29.2,12270900,8.667680025,368.3206107,14841,1.437794571,2.960896356
2010,8.352288151,75.57916758,0.411914004,94.35269417,62.39406951,1.863618097,7.654281678,46.34098137,4.339076846,50.68904181,41.87,52.62,39105271,9.094143578,376.2086514,57966,2.167885586,3.678761439
2010,7.377910771,80.49788479,0.421963913,93.7985313,42.96981962,1.51694736,7.531656328,43.19251563,2.561823295,48.13692202,53.35,34.05,25428200,8.915969311,328.3783784,31561,1.555078908,3.356263158
2010,8.164058888,85.6663635,0.452337666,90.65768807,36.868938,1.461779677,7.516896186,50.2876617,2.008135146,52.49184653,56.96,29.38,16223800,8.760453046,331.9148936,28464,1.329219707,3.070366259
2010,7.137518925,69.3152616,0.413614992,94.11490573,45.05161642,1.137077609,7.283694279,55.91830864,2.462689044,51.13343438,50.26,38.74,23999900,8.818926087,389.9671053,23886,1.227558509,3.294008431
2010,7.462920916,57.20558185,0.38634527,92.25580122,65.81046179,2.082158698,7.770185226,37.7486857,5.124901213,48.52420713,48.69,46.43,56661900,9.263881139,291.9056429,65827,2.030501818,3.830483849
2010,7.345620145,62.2850077,0.394119128,93.69650886,47.0790032,1.494814899,7.238707166,51.03963728,3.134851759,46.74648436,54.78,35.44,10250800,8.923191491,338.6255924,36883,1.621199188,3.026762104
2010,8.519574996,77.36616061,0.415738813,94.102483,50.34773899,1.744319461,7.695522965,45.18420391,4.218532307,53.30379371,53.59,36.89,20516800,8.93485034,306.5789474,37390,1.889626656,3.558475318
2010,6.984486864,46.47491745,0.37927024,91.67535203,58.21462786,2.028440661,8.107015478,43.64356436,5.891089109,39.01980198,55.9,36.19,19447000,9.260748275,254.4468547,76778,2.609125665,5.840405509
2010,7.211907546,64.47037071,0.374736012,95.88740813,46.95556721,2.333401456,7.998823722,39.43495478,3.428098587,48.50523081,55.66,33.65,30909200,9.090655529,460.5401845,34273,2.22160077,3.771856811
2010,7.600723037,51.54882231,0.38985333,91.30363922,55.27143157,2.021447155,8.061431036,47.02516494,5.00087581,44.42108951,58.89,33.44,43584600,9.201904893,178.6787975,62254,2.214057514,4.25547365
2010,7.29036665,75.09799653,0.44529464,96.57600402,47.31294615,1.492538073,7.602658413,44.4448244,3.340970489,51.5063434,60.08,31.28,13620361,8.868272509,231.4732143,36839,1.891052629,2.953227822
2010,7.543463814,69.54450431,0.408664781,92.96044217,63.11618535,2.451023514,8.011928976,36.76006378,6.554069446,47.30059553,61.62,34.7,28667500,9.126415137,148.6504723,63397,1.728690501,4.607119106
2010,7.615250428,40.65071826,0.293212253,89.45220533,54.91507974,1.557145932,7.914178334,38.26602371,6.424552944,33.09222423,48.69,46.1,6959095,8.309676896,203.1962201,21369,2.522261542,3.954124918
2010,11.39129156,59.72127327,0.467908337,81.77161795,51.04170597,1.88702411,8.294405077,31.0880829,7.337043434,33.41649076,63.6,32.19,7305428,8.682538124,181.0586735,32337,2.529017448,3.370999488
2010,8.727466191,52.34274613,0.400672255,86.48733881,44.12448356,2.086049328,8.224568007,31.36610784,8.197402205,36.35402507,54.76,36.74,7638366,8.667163718,189.950495,24275,1.968348246,3.519699639
2010,8.759711011,56.43967249,0.409495728,85.69182694,40.77875926,1.932051558,8.475157868,32.23444448,5.496673242,33.27426527,58.34,34.18,8901440,8.573006256,225.8905852,20851,1.49214314,3.483520633
2010,8.791541249,48.29133691,0.364989825,87.5288402,37.91489718,1.934178467,8.068232038,31.36658482,5.23326126,33.70469454,69.2,25.64,8455392,8.266164437,195.9777778,23267,3.4206513,3.241421943
2010,6.66236612,40.55923747,0.281167942,91.7943174,46.27557866,1.579620904,7.887509258,36.3232478,4.932975871,42.59670624,56.56,37.39,6701476,8.683215975,296.4008859,41107,2.056731261,3.375791684
2010,7.567676617,50.23144553,0.364919731,86.23476957,82.53983252,5.842517431,8.492408236,24.58738891,8.802369869,33.36859924,44.91,53.39,17780539,8.937349848,256.7690161,50225,3.823788697,6.128153329
